season_year,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,QBR
2000,CLE,22,QB,7,1,0-1-0,22,54,40.7,167,0,0.0,1,1.9,5,32.0,3.1,2.3,7.6,23.9,41.2,13.0,89.0,19.4,1.16,0.49,,,
2000,NYJ,24,QB,1,0,,2,5,40.0,67,1,20.0,0,0.0,2,62.0,13.4,17.4,33.5,67.0,127.1,1.0,4.0,16.7,10.5,13.83,,,
2000,BAL,23,QB,2,0,,2,3,66.7,19,0,0.0,0,0.0,1,12.0,6.3,6.3,9.5,9.5,84.0,0.0,0.0,0.0,6.33,6.33,,,
2000,NWE,23,QB,1,0,,1,3,33.3,6,0,0.0,0,0.0,0,6.0,2.0,2.0,6.0,6.0,42.4,0.0,0.0,0.0,2.0,2.0,,,
2000,SFO,23,QB,1,0,,1,1,100.0,-4,0,0.0,0,0.0,0,-4.0,-4.0,-4.0,-4.0,-4.0,79.2,0.0,0.0,0.0,-4.0,-4.0,,,
2001,CAR,29,QB,15,15,1/14/2000,293,540,54.3,2931,11,2.0,19,3.5,138,48.0,5.4,4.3,10.0,195.4,62.0,26.0,177.0,4.6,4.87,3.74,,,
2001,NWE,24,QB,15,14,11/3/2000,264,413,63.9,2843,18,4.4,12,2.9,145,91.0,6.9,6.4,10.8,189.5,86.5,41.0,216.0,9.0,5.79,5.39,3.0,3.0,
2001,DAL,24,QB,8,8,3/5/2000,90,176,51.1,1072,5,2.8,7,4.0,46,64.0,6.1,4.9,11.9,134.0,63.0,12.0,56.0,6.4,5.4,4.26,0.0,2.0,
2001,ATL,21,QB,8,2,1/1/2000,50,113,44.2,785,2,1.8,3,2.7,34,52.0,6.9,6.1,15.7,98.1,62.7,21.0,113.0,15.7,5.01,4.31,,,
2001,DET,22,QB,8,3,1/2/2000,53,115,46.1,671,3,2.6,1,0.9,33,69.0,5.8,6.0,12.7,83.9,69.9,21.0,122.0,15.4,4.04,4.15,1.0,1.0,
2001,MIN,23,QB,3,2,0-2-0,48,98,49.0,418,1,1.0,6,6.1,20,47.0,4.3,1.7,8.7,139.3,38.6,10.0,65.0,9.3,3.27,0.95,,,
2001,SDG,22,QB,1,0,,15,27,55.6,221,1,3.7,0,0.0,11,40.0,8.2,8.9,14.7,221.0,94.8,2.0,12.0,6.9,7.21,7.9,,,
2001,PHI,24,QB,1,0,,10,14,71.4,143,2,14.3,1,7.1,8,27.0,10.2,9.9,14.3,143.0,114.0,0.0,0.0,0.0,10.21,9.86,1.0,1.0,
2001,NYJ,25,QB,2,0,,10,20,50.0,92,1,5.0,0,0.0,5,24.0,4.6,5.6,9.2,46.0,79.6,1.0,8.0,4.8,4.0,4.95,,,
2001,OAK,22,QB,1,0,,3,4,75.0,34,0,0.0,0,0.0,1,15.0,8.5,8.5,11.3,34.0,100.0,0.0,0.0,0.0,8.5,8.5,,,
2001,SFO,24,QB,3,0,,2,2,100.0,21,0,0.0,0,0.0,1,20.0,10.5,10.5,10.5,7.0,110.4,0.0,0.0,0.0,10.5,10.5,,,
2002,NWE,25,QB,16,16,9/7/2000,373,601,62.1,3764,28,4.7,14,2.3,185,49.0,6.3,6.1,10.1,235.3,85.7,31.0,190.0,4.9,5.66,5.54,2.0,3.0,
2002,SDG,23,QB,16,16,8/8/2000,320,526,60.8,3284,17,3.2,16,3.0,164,52.0,6.2,5.5,10.3,205.3,76.9,24.0,180.0,4.4,5.64,4.95,2.0,4.0,
2002,NYJ,26,QB,15,12,8/4/2000,275,399,68.9,3120,22,5.5,6,1.5,168,47.0,7.8,8.2,11.3,208.0,104.2,22.0,135.0,5.2,7.09,7.49,1.0,2.0,
2002,ATL,22,QB,15,15,8/6/2001,231,421,54.9,2936,16,3.8,8,1.9,140,74.0,7.0,6.9,12.7,195.7,81.6,33.0,206.0,7.3,6.01,5.93,2.0,2.0,
2002,HOU,23,QB,16,16,4/12/2000,233,444,52.5,2592,9,2.0,15,3.4,118,81.0,5.8,4.7,11.1,162.0,62.8,76.0,411.0,14.6,4.19,3.24,2.0,3.0,
2002,DET,24,QB,14,12,3/9/2000,215,429,50.1,2294,12,2.8,16,3.7,111,64.0,5.3,4.2,10.7,163.9,59.9,8.0,75.0,1.8,5.08,3.98,2.0,2.0,
2002,STL,25,QB,7,7,6/1/2000,138,214,64.5,1826,14,6.5,6,2.8,87,58.0,8.5,8.6,13.2,260.9,101.5,12.0,102.0,5.3,7.63,7.67,2.0,2.0,
2002,WAS,23,QB,9,5,2/3/2000,117,227,51.5,1539,9,4.0,8,3.5,67,62.0,6.8,6.0,13.2,171.0,71.8,18.0,132.0,7.3,5.74,5.01,,,
2002,DAL,25,QB,7,7,3/4/2000,125,221,56.6,1465,7,3.2,8,3.6,67,80.0,6.6,5.6,11.7,209.3,72.3,19.0,130.0,7.9,5.56,4.65,2.0,2.0,
2002,BAL,25,QB,6,6,3/3/2000,97,182,53.3,1034,7,3.8,3,1.6,49,36.0,5.7,5.7,10.7,172.3,76.1,11.0,68.0,5.7,5.01,5.03,,,
2002,PHI,25,QB,6,5,4/1/2000,86,154,55.8,1011,6,3.9,5,3.2,43,53.0,6.6,5.9,11.8,168.5,75.4,7.0,48.0,4.3,5.98,5.33,,,
2002,DET,23,QB,8,4,0-4-0,62,147,42.2,874,7,4.8,9,6.1,40,49.0,5.9,4.1,14.1,109.3,52.4,12.0,99.0,7.5,4.87,3.21,,,
2002,SFO,25,QB,4,0,,26,43,60.5,232,2,4.7,0,0.0,11,27.0,5.4,6.3,8.9,58.0,90.5,5.0,26.0,10.4,4.29,5.13,,,
2002,JAX,24,QB,4,1,0-1-0,23,46,50.0,231,1,2.2,2,4.3,16,22.0,5.0,3.5,10.0,57.8,53.8,7.0,40.0,13.2,3.6,2.28,,,
2002,CAR,30,QB,6,1,0-1-0,17,38,44.7,180,0,0.0,3,7.9,10,24.0,4.7,1.2,10.6,30.0,26.2,6.0,35.0,13.6,3.3,0.23,,,
2002,ARI,23,QB,2,0,,7,18,38.9,66,0,0.0,2,11.1,3,26.0,3.7,-1.3,9.4,33.0,10.2,5.0,50.0,21.7,0.7,-3.22,,,
2002,MIA,24,QB,4,0,,0,3,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,,,
2003,STL,26,QB,15,15,12/3/2000,336,532,63.2,3845,22,4.1,22,4.1,193,48.0,7.2,6.2,11.4,256.3,81.4,37.0,288.0,6.5,6.25,5.28,4.0,4.0,
2003,NWE,26,QB,16,16,14-2-0,317,527,60.2,3620,23,4.4,12,2.3,175,82.0,6.9,6.7,11.4,226.3,85.9,32.0,219.0,5.7,6.08,5.94,3.0,5.0,
2003,DAL,26,QB,16,16,10/6/2000,292,505,57.8,3302,17,3.4,21,4.2,148,64.0,6.5,5.3,11.3,206.4,71.4,37.0,185.0,6.8,5.75,4.63,2.0,2.0,
2003,DET,25,QB,16,16,5/11/2000,309,554,55.8,2880,17,3.1,22,4.0,149,72.0,5.2,4.0,9.3,180.0,63.9,9.0,55.0,1.6,5.02,3.86,2.0,2.0,
2003,JAX,23,QB,15,13,5/8/2000,239,418,57.2,2819,14,3.3,16,3.8,134,84.0,6.7,5.7,11.8,187.9,73.0,19.0,90.0,4.3,6.24,5.24,1.0,2.0,
2003,WAS,24,QB,11,11,4/7/2000,179,337,53.1,2166,14,4.2,9,2.7,96,64.0,6.4,6.1,12.1,196.9,75.8,30.0,206.0,8.2,5.34,5.0,0.0,2.0,
2003,NYJ,27,QB,10,9,4/5/2000,189,297,63.6,2139,13,4.4,12,4.0,116,65.0,7.2,6.3,11.3,213.9,82.9,25.0,160.0,7.8,6.15,5.28,2.0,2.0,
2003,SDG,24,QB,11,11,2/9/2000,205,356,57.6,2108,11,3.1,15,4.2,94,68.0,5.9,4.6,10.3,191.6,67.5,21.0,178.0,5.6,5.12,3.91,0.0,1.0,
2003,HOU,24,QB,12,11,3/8/2000,167,295,56.6,2013,9,3.1,13,4.4,85,78.0,6.8,5.5,12.1,167.8,69.5,15.0,90.0,4.8,6.2,4.9,2.0,2.0,
2003,BAL,22,QB,11,9,5/4/2000,116,224,51.8,1260,7,3.1,9,4.0,62,73.0,5.6,4.4,10.9,114.5,62.4,17.0,92.0,7.1,4.85,3.75,,,
2003,ARI,24,QB,8,3,1/2/2000,95,166,57.2,1018,5,3.0,6,3.6,51,60.0,6.1,5.1,10.7,127.3,70.3,25.0,174.0,13.1,4.42,3.53,1.0,1.0,
2003,SFO,26,QB,11,3,2/1/2000,73,118,61.9,856,7,5.9,2,1.7,41,61.0,7.3,7.7,11.7,77.8,96.6,7.0,54.0,5.6,6.42,6.82,,,
2003,ATL,23,QB,5,4,3/1/2000,50,100,50.0,585,4,4.0,3,3.0,32,49.0,5.9,5.3,11.7,117.0,69.0,9.0,64.0,8.3,4.78,4.28,1.0,0.0,
2003,CHI,23,QB,3,3,2/1/2000,38,72,52.8,437,2,2.8,1,1.4,22,59.0,6.1,6.0,11.5,145.7,74.8,4.0,41.0,5.3,5.21,5.14,0.0,1.0,
2003,OAK,24,QB,4,1,0-1-0,25,45,55.6,324,0,0.0,3,6.7,14,35.0,7.2,4.2,13.0,81.0,50.6,2.0,14.0,4.3,6.6,3.72,,,
2003,DET,24,QB,3,0,,9,31,29.0,87,0,0.0,2,6.5,4,26.0,2.8,-0.1,9.7,29.0,12.7,2.0,9.0,6.1,2.36,-0.36,,,
2003,JAX,25,QB,2,0,,9,12,75.0,86,1,8.3,0,0.0,5,28.0,7.2,8.8,9.6,43.0,122.2,0.0,0.0,0.0,7.17,8.83,,,
2003,BAL,26,QB,2,0,,7,13,53.8,58,0,0.0,2,15.4,4,16.0,4.5,-2.5,8.3,29.0,26.0,6.0,45.0,31.6,0.68,-4.05,,,
2003,MIA,25,QB,2,0,,4,6,66.7,50,1,16.7,0,0.0,2,21.0,8.3,11.7,12.5,25.0,131.9,0.0,0.0,0.0,8.33,11.67,,,
2004,STL,27,QB,14,14,8/6/2000,321,485,66.2,3964,21,4.3,14,2.9,181,56.0,8.2,7.7,12.3,283.1,93.7,41.0,302.0,7.8,6.96,6.56,3.0,4.0,
2004,NWE,27,QB,16,16,14-2-0,288,474,60.8,3692,28,5.9,14,3.0,187,50.0,7.8,7.6,12.8,230.8,92.6,26.0,162.0,5.2,7.06,6.92,0.0,1.0,
2004,HOU,25,QB,16,16,7/9/2000,285,466,61.2,3531,16,3.4,14,3.0,172,69.0,7.6,6.9,12.4,220.7,83.5,49.0,301.0,9.5,6.27,5.67,1.0,1.0,
2004,SDG,25,QB,15,15,11/4/2000,262,400,65.5,3159,27,6.8,7,1.8,142,79.0,7.9,8.5,12.1,210.6,104.8,18.0,131.0,4.3,7.24,7.78,1.0,2.0,
2004,DET,26,QB,16,16,6/10/2000,274,489,56.0,3047,19,3.9,12,2.5,141,62.0,6.2,5.9,11.1,190.4,77.5,36.0,196.0,6.9,5.43,5.13,1.0,1.0,
2004,JAX,24,QB,14,14,8/6/2000,267,441,60.5,2941,15,3.4,10,2.3,141,65.0,6.7,6.3,11.0,210.1,82.2,25.0,114.0,5.4,6.07,5.74,4.0,4.0,
2004,CIN,25,QB,13,13,6/7/2000,263,432,60.9,2897,18,4.2,18,4.2,140,76.0,6.7,5.7,11.0,222.8,77.3,25.0,178.0,5.5,5.95,4.96,2.0,3.0,
2004,NYJ,28,QB,13,13,8/5/2000,242,370,65.4,2673,16,4.3,9,2.4,137,48.0,7.2,7.0,11.0,205.6,91.0,18.0,103.0,4.6,6.62,6.4,2.0,2.0,
2004,PIT,22,QB,14,13,13-0-0,196,295,66.4,2621,17,5.8,11,3.7,130,58.0,8.9,8.4,13.4,187.2,98.1,30.0,213.0,9.2,7.41,6.93,4.0,5.0,
2004,BAL,23,QB,16,16,9/7/2000,258,464,55.6,2559,13,2.8,11,2.4,135,57.0,5.5,5.0,9.9,159.9,70.9,35.0,247.0,7.0,4.63,4.16,2.0,2.0,
2004,ARI,25,QB,14,13,6/7/2000,233,408,57.1,2511,11,2.7,10,2.5,122,48.0,6.2,5.6,10.8,179.4,74.1,31.0,263.0,7.1,5.12,4.6,2.0,2.0,
2004,ATL,24,QB,15,15,11/4/2000,181,321,56.4,2313,14,4.4,12,3.7,102,62.0,7.2,6.4,12.8,154.2,78.1,46.0,266.0,12.5,5.58,4.87,3.0,4.0,
2004,SFO,27,QB,9,9,1/8/2000,198,325,60.9,2169,10,3.1,10,3.1,109,65.0,6.7,5.9,11.0,241.0,78.1,37.0,211.0,10.2,5.41,4.72,1.0,1.0,
2004,MIA,27,QB,11,8,3/5/2000,191,356,53.7,1893,11,3.1,15,4.2,102,38.0,5.3,4.0,9.9,172.1,61.7,23.0,136.0,6.1,4.64,3.44,2.0,3.0,
2004,WAS,25,QB,9,7,3/4/2000,169,272,62.1,1665,10,3.7,11,4.0,89,51.0,6.1,5.0,9.9,185.0,74.8,23.0,137.0,7.8,5.18,4.18,,,
2004,SFO,23,QB,8,7,1/6/2000,123,226,54.4,1231,6,2.7,9,4.0,60,59.0,5.4,4.2,10.0,153.9,62.4,13.0,94.0,5.4,4.76,3.56,0.0,1.0,
2004,NYG,23,QB,9,7,1/6/2000,95,197,48.2,1043,6,3.0,9,4.6,50,52.0,5.3,3.8,11.0,115.9,55.4,13.0,83.0,6.2,4.57,3.21,1.0,1.0,
2004,CLE,23,QB,5,4,0-4-0,48,98,49.0,608,4,4.1,7,7.1,19,58.0,6.2,3.8,12.7,121.6,52.6,12.0,122.0,10.9,4.42,2.28,,,
2004,CHI,24,QB,3,3,1/2/2000,47,84,56.0,607,1,1.2,3,3.6,29,40.0,7.2,5.9,12.9,202.3,67.9,5.0,22.0,5.6,6.57,5.28,,,
2004,NYJ,27,QB,7,3,2/1/2000,35,58,60.3,498,3,5.2,1,1.7,25,69.0,8.6,8.8,14.2,71.1,98.2,12.0,70.0,17.1,6.11,6.33,1.0,1.0,
2004,TAM,24,QB,5,2,1/1/2000,42,73,57.5,467,1,1.4,3,4.1,21,75.0,6.4,4.8,11.1,93.4,64.1,10.0,75.0,12.0,4.72,3.34,,,
2004,JAX,26,QB,4,2,1/1/2000,38,72,52.8,374,2,2.8,1,1.4,21,36.0,5.2,5.1,9.8,93.5,71.2,6.0,35.0,7.7,4.35,4.28,0.0,1.0,
2004,ATL,23,QB,6,1,0-1-0,33,70,47.1,330,1,1.4,4,5.7,15,59.0,4.7,2.4,10.0,55.0,42.0,4.0,14.0,5.4,4.27,2.11,,,
2004,MIA,26,QB,3,1,0-1-0,16,39,41.0,264,1,2.6,3,7.7,9,76.0,6.8,3.8,16.5,88.0,41.0,3.0,16.0,7.1,5.9,3.17,,,
2004,IND,24,QB,4,0,,17,29,58.6,175,2,6.9,0,0.0,6,71.0,6.0,7.4,10.3,43.8,99.1,1.0,8.0,3.3,5.57,6.9,,,
2004,DAL,24,QB,7,1,1-0-0,10,18,55.6,78,1,5.6,1,5.6,7,16.0,4.3,2.9,7.8,11.1,61.8,2.0,26.0,10.0,2.6,1.35,,,
2004,DET,25,QB,1,0,,11,15,73.3,77,0,0.0,1,6.7,4,19.0,5.1,2.1,7.0,77.0,56.8,1.0,12.0,6.3,4.06,1.25,,,
2004,NYJ,25,QB,1,0,,5,9,55.6,60,0,0.0,0,0.0,2,26.0,6.7,6.7,12.0,60.0,76.2,1.0,8.0,10.0,5.2,5.2,,,
2004,SDG,23,QB,2,0,,5,8,62.5,33,1,12.5,0,0.0,3,13.0,4.1,6.6,6.6,16.5,110.9,0.0,0.0,0.0,4.13,6.63,,,
2004,BUF,23,QB,4,0,,3,5,60.0,32,0,0.0,1,20.0,2,17.0,6.4,-2.6,10.7,8.0,39.2,1.0,0.0,16.7,5.33,-2.17,,,
2005,NWE,28,QB,16,16,10/6/2000,334,530,63.0,4110,26,4.9,14,2.6,197,71.0,7.8,7.5,12.3,256.9,92.3,26.0,188.0,4.7,7.05,6.86,3.0,4.0,
2005,CIN,26,QB,16,16,11/5/2000,345,509,67.8,3836,32,6.3,12,2.4,198,70.0,7.5,7.7,11.1,239.8,101.1,19.0,105.0,3.6,7.07,7.26,1.0,3.0,
2005,NYG,24,QB,16,16,11/5/2000,294,557,52.8,3762,24,4.3,17,3.1,176,78.0,6.8,6.2,12.8,235.1,75.9,28.0,184.0,4.8,6.12,5.63,1.0,2.0,
2005,SDG,26,QB,16,16,9/7/2000,323,500,64.6,3576,24,4.8,15,3.0,183,54.0,7.2,6.8,11.1,223.5,89.2,27.0,223.0,5.1,6.36,5.99,2.0,2.0,
2005,HOU,26,QB,16,16,2/14/2000,256,423,60.5,2488,14,3.3,11,2.6,139,53.0,5.9,5.4,9.7,155.5,77.2,68.0,424.0,13.8,4.2,3.77,0.0,1.0,
2005,ATL,25,QB,15,15,8/7/2000,214,387,55.3,2412,15,3.9,13,3.4,126,58.0,6.2,5.5,11.3,160.8,73.1,33.0,201.0,7.9,5.26,4.59,0.0,1.0,
2005,PIT,23,QB,12,12,9/3/2000,168,268,62.7,2385,17,6.3,9,3.4,110,85.0,8.9,8.7,14.2,198.8,98.6,23.0,129.0,7.9,7.75,7.53,2.0,2.0,
2005,STL,28,QB,8,8,2/6/2000,192,287,66.9,2297,14,4.9,9,3.1,110,57.0,8.0,7.6,12.0,287.1,94.4,26.0,188.0,8.3,6.74,6.34,0.0,1.0,
2005,JAX,25,QB,11,11,8/3/2000,175,302,57.9,2123,15,5.0,5,1.7,101,45.0,7.0,7.3,12.1,193.0,89.3,23.0,110.0,7.1,6.19,6.42,2.0,3.0,
2005,TAM,25,QB,11,10,6/4/2000,191,313,61.0,2035,10,3.2,7,2.2,107,78.0,6.5,6.1,10.7,185.0,81.4,29.0,205.0,8.5,5.35,5.01,3.0,3.0,
2005,DET,27,QB,12,11,4/7/2000,188,330,57.0,2021,12,3.6,12,3.6,100,86.0,6.1,5.2,10.8,168.4,72.0,24.0,136.0,6.8,5.32,4.48,1.0,1.0,
2005,CHI,23,QB,15,15,10/5/2000,190,368,51.6,1869,9,2.4,13,3.5,93,54.0,5.1,4.0,9.8,124.6,59.7,30.0,190.0,7.5,4.22,3.2,0.0,1.0,
2005,ARI,26,QB,9,6,3/3/2000,163,270,60.4,1836,9,3.3,11,4.1,87,49.0,6.8,5.6,11.3,204.0,74.9,18.0,101.0,6.3,6.02,4.93,,,
2005,BAL,24,QB,9,9,4/5/2000,171,293,58.4,1799,11,3.8,12,4.1,86,47.0,6.1,5.0,10.5,199.9,71.8,23.0,146.0,7.3,5.23,4.22,2.0,3.0,
2005,NYJ,26,QB,11,9,2/7/2000,150,266,56.4,1558,7,2.6,6,2.3,78,60.0,5.9,5.4,10.4,141.6,72.9,32.0,193.0,10.7,4.58,4.14,1.0,0.0,
2005,BUF,24,QB,9,8,1/7/2000,113,228,49.6,1340,8,3.5,8,3.5,55,58.0,5.9,5.0,11.9,148.9,64.9,26.0,197.0,10.2,4.5,3.71,,,
2005,PHI,26,QB,9,7,2/5/2000,94,207,45.4,1158,5,2.4,8,3.9,56,48.0,5.6,4.3,12.3,128.7,55.2,19.0,96.0,8.4,4.7,3.55,2.0,2.0,
2005,JAX,27,QB,7,5,4/1/2000,98,168,58.3,1117,4,2.4,1,0.6,64,37.0,6.6,6.9,11.4,159.6,83.9,8.0,45.0,4.5,6.09,6.29,2.0,2.0,
2005,CLE,24,QB,7,5,2/3/2000,98,164,59.8,1002,4,2.4,5,3.0,49,45.0,6.1,5.2,10.2,143.1,72.8,22.0,135.0,11.8,4.66,3.88,1.0,1.0,
2005,SFO,21,QB,9,7,2/5/2000,84,165,50.9,875,1,0.6,11,6.7,37,47.0,5.3,2.4,10.4,97.2,40.8,29.0,185.0,14.9,3.56,1.11,1.0,2.0,
2005,STL,23,QB,4,3,0-3-0,76,135,56.3,777,4,3.0,8,5.9,40,56.0,5.8,3.7,10.2,194.3,58.2,9.0,49.0,6.3,5.06,3.11,1.0,1.0,
2005,SFO,28,QB,4,4,1/3/2000,56,97,57.7,667,5,5.2,6,6.2,32,89.0,6.9,5.1,11.9,166.8,70.3,10.0,63.0,9.3,5.64,4.06,,,
2005,NYJ,29,QB,3,3,1/2/2000,49,83,59.0,530,2,2.4,3,3.6,30,37.0,6.4,5.2,10.8,176.7,70.9,9.0,52.0,9.8,5.2,4.16,,,
2005,ATL,24,QB,16,1,0-1-0,33,64,51.6,495,4,6.3,0,0.0,23,53.0,7.7,9.0,15.0,30.9,98.1,6.0,27.0,8.6,6.69,7.83,,,
2005,SFO,24,QB,3,3,1/2/2000,48,90,53.3,481,2,2.2,2,2.2,22,44.0,5.3,4.8,10.0,160.3,66.9,6.0,28.0,6.3,4.72,4.2,,,
2005,MIA,27,QB,4,1,0-1-0,34,61,55.7,462,4,6.6,3,4.9,17,77.0,7.6,6.7,13.6,115.5,81.5,0.0,0.0,0.0,7.57,6.67,2.0,2.0,
2005,IND,25,QB,5,0,,42,61,68.9,444,3,4.9,1,1.6,20,45.0,7.3,7.5,10.6,88.8,99.4,3.0,14.0,4.7,6.72,6.95,,,
2005,WAS,26,QB,4,1,1-0-0,15,25,60.0,279,1,4.0,1,4.0,12,72.0,11.2,10.2,18.6,69.8,95.2,4.0,27.0,13.8,8.69,7.83,,,
2005,CHI,25,QB,2,1,1-0-0,20,39,51.3,259,1,2.6,2,5.1,14,54.0,6.6,4.8,13.0,129.5,59.7,1.0,9.0,2.5,6.25,4.5,,,
2005,NWE,23,QB,2,0,,13,24,54.2,183,2,8.3,1,4.2,8,36.0,7.6,7.4,14.1,91.5,89.4,1.0,1.0,4.0,7.28,7.08,,,
2005,SEA,25,QB,7,0,,13,25,52.0,173,1,4.0,1,4.0,10,42.0,6.9,5.9,13.3,24.7,70.9,3.0,20.0,10.7,5.46,4.57,,,
2005,OAK,26,QB,1,1,0-1-0,14,26,53.8,124,1,3.8,2,7.7,8,20.0,4.8,2.1,8.9,124.0,47.6,6.0,40.0,18.8,2.63,0.44,,,
2005,SDG,24,QB,2,0,,12,22,54.5,115,0,0.0,1,4.5,6,22.0,5.2,3.2,9.6,57.5,50.4,3.0,16.0,12.0,3.96,2.16,,,
2005,GNB,22,QB,3,0,,9,16,56.3,65,0,0.0,1,6.3,3,16.0,4.1,1.3,7.2,21.7,39.8,3.0,28.0,15.8,1.95,-0.42,,,
2005,CAR,33,QB,3,0,,7,13,53.8,64,1,7.7,0,0.0,4,18.0,4.9,6.5,9.1,21.3,93.1,0.0,0.0,0.0,4.92,6.46,1.0,1.0,
2005,DET,22,QB,2,0,,7,17,41.2,63,0,0.0,0,0.0,5,20.0,3.7,3.7,9.0,31.5,51.8,1.0,3.0,5.6,3.33,3.33,,,
2006,NOR,27,QB,16,16,10/6/2000,356,554,64.3,4418,26,4.7,11,2.0,202,86.0,8.0,8.0,12.4,276.1,96.2,18.0,105.0,3.1,7.54,7.58,1.0,2.0,66.7
2006,STL,29,QB,16,16,8/8/2000,370,588,62.9,4301,24,4.1,8,1.4,210,67.0,7.3,7.5,11.6,268.8,92.9,49.0,366.0,7.7,6.18,6.37,2.0,3.0,59.4
2006,CIN,27,QB,16,16,8/8/2000,324,520,62.3,4035,28,5.4,13,2.5,200,74.0,7.8,7.7,12.5,252.2,93.9,36.0,233.0,6.5,6.84,6.79,2.0,3.0,67.1
2006,NWE,29,QB,16,16,12/4/2000,319,516,61.8,3529,24,4.7,12,2.3,176,62.0,6.8,6.7,11.1,220.6,87.9,26.0,175.0,4.8,6.19,6.08,2.0,2.0,68.6
