season_year,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,QBR
2016,NYJ,34,QB,14,11,3/8/2000,228,403,56.6,2710,12,3.0,17,4.2,130,57.0,6.7,5.4,11.9,193.6,69.6,19.0,81.0,4.5,6.23,4.99,,,39.2
2016,CLE,37,QB,5,3,0-3-0,90,165,54.5,1100,6,3.6,6,3.6,56,54.0,6.7,5.8,12.2,220.0,72.3,18.0,126.0,9.8,5.32,4.5,,,30.8
2016,CHI,33,QB,5,5,1/4/2000,81,137,59.1,1059,4,2.9,5,3.6,45,54.0,7.7,6.7,13.1,211.8,78.1,17.0,104.0,11.0,6.2,5.26,,,28.1
2016,NYJ,25,QB,6,4,1/3/2000,75,133,56.4,809,3,2.3,7,5.3,35,52.0,6.1,4.2,10.8,134.8,60.0,13.0,79.0,8.9,5.0,3.25,1.0,1.0,15.9
2016,HOU,26,QB,3,2,1/1/2000,46,73,63.0,461,0,0.0,0,0.0,20,32.0,6.3,6.3,10.0,153.7,80.9,5.0,36.0,6.4,5.45,5.45,2.0,2.0,57.2
2016,CAR,33,QB,5,2,0-2-0,36,53,67.9,453,2,3.8,5,9.4,22,48.0,8.5,5.1,12.6,90.6,67.6,0.0,0.0,0.0,8.55,5.06,,,14.4
2016,TEN,34,QB,4,1,1-0-0,30,51,58.8,284,2,3.9,2,3.9,16,50.0,5.6,4.6,9.5,71.0,71.0,5.0,23.0,8.9,4.66,3.77,,,66.6
2016,ARI,32,QB,5,1,1-0-0,19,48,39.6,192,2,4.2,3,6.3,11,29.0,4.0,2.0,10.1,38.4,39.6,1.0,8.0,2.0,3.76,1.82,,,22.0
2016,CLE,34,QB,1,0,,14,24,58.3,182,1,4.2,1,4.2,8,31.0,7.6,6.5,13.0,182.0,78.8,2.0,14.0,7.7,6.46,5.5,,,32.5
2016,NYJ,26,QB,2,1,1-0-0,8,14,57.1,126,1,7.1,1,7.1,3,69.0,9.0,7.2,15.8,63.0,81.2,3.0,19.0,17.6,6.29,4.82,,,26.2
2016,DAL,30,QB,2,0,,10,18,55.6,93,0,0.0,2,11.1,5,33.0,5.2,0.2,9.3,46.5,30.3,3.0,25.0,14.3,3.24,-1.05,,,4.2
2016,TAM,27,QB,2,0,,10,11,90.9,75,1,9.1,0,0.0,6,13.0,6.8,8.6,7.5,37.5,125.4,0.0,0.0,0.0,6.82,8.64,,,96.3
2016,BAL,28,QB,4,0,,3,6,50.0,26,0,0.0,1,16.7,1,12.0,4.3,-3.2,8.7,6.5,22.2,0.0,0.0,0.0,4.33,-3.17,,,3.7
2016,LAR,24,QB,1,0,,3,6,50.0,19,0,0.0,1,16.7,1,9.0,3.2,-4.3,6.3,19.0,17.4,0.0,0.0,0.0,3.17,-4.33,,,0.3
2016,GNB,23,QB,4,0,,2,10,20.0,17,0,0.0,1,10.0,0,9.0,1.7,-2.8,8.5,4.3,0.0,0.0,0.0,0.0,1.7,-2.8,,,5.0
2016,ATL,35,QB,4,0,,1,3,33.3,16,0,0.0,0,0.0,1,16.0,5.3,5.3,16.0,4.0,52.1,0.0,0.0,0.0,5.33,5.33,,,15.1
2016,SDG,33,QB,12,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,,,0.1
2017,NWE,40,QB,16,16,13-3-0,385,581,66.3,4577,32,5.5,8,1.4,230,64.0,7.9,8.4,11.9,286.1,102.8,35.0,201.0,5.7,7.1,7.56,2.0,2.0,70.6
2017,LAC,36,QB,16,16,9/7/2000,360,575,62.6,4515,28,4.9,10,1.7,217,75.0,7.9,8.0,12.5,282.2,96.0,18.0,120.0,3.0,7.41,7.6,2.0,2.0,61.1
2017,DET,29,QB,16,16,9/7/2000,371,565,65.7,4446,29,5.1,10,1.8,210,71.0,7.9,8.1,12.0,277.9,99.3,47.0,287.0,7.7,6.8,7.01,1.0,4.0,65.2
2017,NOR,38,QB,16,16,11/5/2000,386,536,72.0,4334,23,4.3,8,1.5,203,54.0,8.1,8.3,11.2,270.9,103.9,20.0,145.0,3.6,7.53,7.71,2.0,2.0,62.5
2017,PIT,35,QB,15,15,12/3/2000,360,561,64.2,4251,28,5.0,14,2.5,204,97.0,7.6,7.5,11.8,283.4,93.4,21.0,139.0,3.6,7.07,6.95,3.0,4.0,66.6
2017,ATL,32,QB,16,16,10/6/2000,342,529,64.7,4095,20,3.8,12,2.3,199,88.0,7.7,7.5,12.0,255.9,91.4,24.0,156.0,4.3,7.12,6.87,2.0,3.0,67.1
2017,KAN,33,QB,15,15,9/6/2000,341,505,67.5,4042,26,5.1,5,1.0,182,79.0,8.0,8.6,11.9,269.5,104.7,35.0,207.0,6.5,7.1,7.65,1.0,3.0,65.1
2017,JAX,25,QB,16,16,10/6/2000,315,523,60.2,3687,21,4.0,13,2.5,195,75.0,7.0,6.7,11.7,230.4,84.7,24.0,123.0,4.4,6.52,6.21,1.0,1.0,59.2
2017,TAM,23,QB,13,13,3/10/2000,282,442,63.8,3504,19,4.3,11,2.5,185,70.0,7.9,7.7,12.4,269.5,92.2,33.0,207.0,6.9,6.94,6.7,2.0,2.0,52.0
2017,OAK,26,QB,15,15,6/9/2000,323,515,62.7,3496,22,4.3,13,2.5,168,87.0,6.8,6.5,10.8,233.1,86.4,20.0,101.0,3.7,6.35,6.07,1.0,1.0,50.5
2017,NYG,36,QB,15,15,3/12/2000,352,571,61.6,3468,19,3.3,13,2.3,172,77.0,6.1,5.7,9.9,231.2,80.4,31.0,189.0,5.1,5.45,5.11,0.0,1.0,47.5
2017,BAL,32,QB,16,16,9/7/2000,352,549,64.1,3141,18,3.3,13,2.4,163,66.0,5.7,5.3,8.9,196.3,80.4,27.0,205.0,4.7,5.1,4.71,,,46.7
2017,NYJ,38,QB,13,13,5/8/2000,267,397,67.3,2926,18,4.5,9,2.3,137,69.0,7.4,7.3,11.0,225.1,94.5,39.0,264.0,8.9,6.11,6.0,1.0,2.0,55.6
2017,BUF,28,QB,15,14,8/6/2000,263,420,62.6,2799,14,3.3,4,1.0,133,47.0,6.7,6.9,10.6,186.6,89.2,46.0,256.0,9.9,5.46,5.67,1.0,2.0,56.4
2017,MIA,34,QB,14,14,6/8/2000,266,429,62.0,2666,19,4.4,14,3.3,138,65.0,6.2,5.6,10.0,190.4,80.8,20.0,154.0,4.5,5.59,5.04,2.0,3.0,43.5
2017,DEN,26,QB,11,10,5/5/2000,206,349,59.0,2285,12,3.4,14,4.0,112,44.0,6.5,5.4,11.1,207.7,73.3,33.0,220.0,8.6,5.41,4.38,,,30.9
2017,ARI,38,QB,7,7,3/4/2000,164,267,61.4,1978,9,3.4,7,2.6,95,46.0,7.4,6.9,12.1,282.6,84.4,22.0,150.0,7.6,6.33,5.86,2.0,2.0,50.0
2017,GNB,24,QB,11,9,3/6/2000,192,316,60.8,1836,9,2.8,12,3.8,90,55.0,5.8,4.7,9.6,166.9,70.6,29.0,197.0,8.4,4.75,3.71,2.0,2.0,44.8
2017,GNB,34,QB,7,7,4/3/2000,154,238,64.7,1675,16,6.7,6,2.5,86,72.0,7.0,7.2,10.9,239.3,97.2,22.0,168.0,8.5,5.8,5.99,2.0,2.0,66.0
2017,HOU,27,QB,8,7,1/6/2000,125,223,56.1,1412,5,2.2,6,2.7,70,57.0,6.3,5.6,11.3,176.5,71.4,21.0,159.0,8.6,5.14,4.44,1.0,1.0,41.7
2017,TAM,35,QB,6,3,2/1/2000,96,163,58.9,1103,7,4.3,3,1.8,64,41.0,6.8,6.8,11.5,183.8,86.0,7.0,34.0,4.1,6.29,6.32,0.0,1.0,58.1
2017,ARI,33,QB,5,4,3/1/2000,79,159,49.7,894,6,3.8,5,3.1,49,52.0,5.6,5.0,11.3,178.8,66.4,7.0,40.0,4.2,5.14,4.51,1.0,1.0,39.5
2017,CHI,28,QB,4,4,1/3/2000,93,140,66.4,833,4,2.9,5,3.6,42,29.0,6.0,4.9,9.0,208.3,76.9,8.0,78.0,5.4,5.1,4.12,0.0,1.0,24.6
2017,NYJ,26,QB,4,3,0-3-0,55,112,49.1,544,1,0.9,3,2.7,25,46.0,4.9,3.8,9.9,136.0,55.1,8.0,55.0,6.7,4.08,3.12,,,29.7
2017,HOU,30,QB,4,3,0-3-0,47,97,48.5,523,4,4.1,3,3.1,27,40.0,5.4,4.8,11.1,130.8,65.8,13.0,75.0,11.8,4.07,3.57,,,32.8
2017,MIN,30,QB,2,2,2-0-0,32,43,74.4,382,3,7.0,0,0.0,17,44.0,8.9,10.3,11.9,191.0,124.4,5.0,40.0,10.4,7.13,8.38,,,75.3
2017,NYG,27,QB,2,1,0-1-0,21,36,58.3,212,1,2.8,0,0.0,8,47.0,5.9,6.4,10.1,106.0,84.5,3.0,12.0,7.7,5.13,5.64,,,38.0
2017,LAR,25,QB,5,1,0-1-0,22,37,59.5,185,0,0.0,0,0.0,8,50.0,5.0,5.0,8.4,37.0,72.5,3.0,20.0,7.5,4.13,4.13,,,16.4
2017,TEN,35,QB,2,1,0-1-0,25,42,59.5,162,1,2.4,2,4.8,10,17.0,3.9,2.2,6.5,81.0,55.9,8.0,30.0,16.0,2.64,1.24,,,13.7
2017,CIN,27,QB,3,0,,7,14,50.0,66,0,0.0,0,0.0,4,27.0,4.7,4.7,9.4,22.0,63.4,1.0,9.0,6.7,3.8,3.8,,,24.0
2017,BAL,29,QB,2,0,,9,16,56.3,56,2,12.5,0,0.0,5,12.0,3.5,6.0,6.2,28.0,103.1,0.0,0.0,0.0,3.5,6.0,,,77.1
2017,LAC,34,QB,8,0,,6,8,75.0,36,0,0.0,1,12.5,4,10.0,4.5,-1.1,6.0,4.5,43.7,0.0,0.0,0.0,4.5,-1.13,,,55.2
2017,CAR,34,QB,3,0,,2,8,25.0,17,0,0.0,0,0.0,1,9.0,2.1,2.1,8.5,5.7,39.6,0.0,0.0,0.0,2.13,2.13,,,0.2
2017,JAX,32,QB,2,0,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,,,3.6
2018,PIT,36,QB,16,16,9/6/2001,452,675,67.0,5129,34,5.0,16,2.4,248,97.0,7.6,7.5,11.3,320.6,96.5,24.0,166.0,3.4,7.1,7.04,2.0,3.0,69.6
2018,ATL,33,QB,16,16,7/9/2000,422,608,69.4,4924,35,5.8,7,1.2,236,75.0,8.1,8.7,11.7,307.8,108.1,42.0,296.0,6.5,7.12,7.71,1.0,1.0,65.7
2018,IND,29,QB,16,16,10/6/2000,430,639,67.3,4593,39,6.1,15,2.3,260,68.0,7.2,7.4,10.7,287.1,98.7,18.0,134.0,2.7,6.79,6.95,3.0,3.0,69.6
2018,GNB,35,QB,16,16,6/9/2001,372,597,62.3,4442,25,4.2,2,0.3,200,75.0,7.4,8.1,11.9,277.6,97.6,49.0,353.0,7.6,6.33,6.96,3.0,3.0,58.0
2018,NWE,41,QB,16,16,11/5/2000,375,570,65.8,4355,29,5.1,11,1.9,255,63.0,7.6,7.8,11.6,272.2,97.7,21.0,147.0,3.6,7.12,7.26,1.0,2.0,68.4
2018,LAC,37,QB,16,16,12/4/2000,347,508,68.3,4308,32,6.3,12,2.4,235,75.0,8.5,8.7,12.4,269.3,105.5,32.0,204.0,5.9,7.6,7.79,3.0,3.0,67.8
2018,NYG,37,QB,16,16,5/11/2000,380,576,66.0,4299,21,3.6,11,1.9,205,58.0,7.5,7.3,11.3,268.7,92.4,47.0,358.0,7.5,6.33,6.21,1.0,2.0,49.1
2018,OAK,27,QB,16,16,4/12/2000,381,553,68.9,4049,19,3.4,10,1.8,197,66.0,7.3,7.2,10.6,253.1,93.9,51.0,299.0,8.4,6.21,6.09,3.0,3.0,46.5
2018,NOR,39,QB,15,15,13-2-0,364,489,74.4,3992,32,6.5,5,1.0,223,72.0,8.2,9.0,11.0,266.1,115.7,17.0,121.0,3.4,7.65,8.47,6.0,7.0,79.2
2018,DET,30,QB,16,16,6/10/2000,367,555,66.1,3777,21,3.8,11,2.0,197,67.0,6.8,6.7,10.3,236.1,89.9,40.0,255.0,6.7,5.92,5.79,0.0,1.0,51.3
2018,TAM,24,QB,11,9,3/6/2000,244,378,64.6,2992,19,5.0,14,3.7,152,64.0,7.9,7.3,12.3,272.0,90.2,27.0,157.0,6.7,7.0,6.38,0.0,1.0,66.2
2018,JAX,26,QB,13,12,3/9/2000,243,403,60.3,2718,13,3.2,11,2.7,126,80.0,6.7,6.2,11.2,209.1,79.8,31.0,173.0,7.1,5.86,5.32,0.0,1.0,43.4
2018,BAL,33,QB,9,9,4/5/2000,232,379,61.2,2465,12,3.2,6,1.6,119,71.0,6.5,6.4,10.6,273.9,84.2,16.0,79.0,4.1,6.04,5.96,,,54.8
2018,TAM,36,QB,8,7,2/5/2000,164,246,66.7,2366,17,6.9,12,4.9,113,75.0,9.6,8.8,14.4,295.8,100.4,14.0,76.0,5.4,8.81,8.04,,,61.0
2018,WAS,34,QB,10,10,6/4/2000,205,328,62.5,2180,10,3.0,5,1.5,106,52.0,6.6,6.6,10.6,218.0,85.7,22.0,121.0,6.3,5.88,5.81,,,46.9
2018,WAS,32,QB,4,3,1/2/2000,52,91,57.1,590,3,3.3,4,4.4,29,79.0,6.5,5.2,11.3,147.5,69.4,9.0,67.0,9.0,5.23,4.03,1.0,1.0,47.4
2018,NYJ,39,QB,4,3,0-3-0,60,110,54.5,539,1,0.9,4,3.6,27,41.0,4.9,3.4,9.0,134.8,55.8,7.0,35.0,6.0,4.31,2.94,,,33.8
2018,CLE,29,QB,4,3,1/1/2001,42,85,49.4,473,2,2.4,2,2.4,17,47.0,5.6,5.0,11.3,118.3,64.5,13.0,81.0,13.3,4.0,3.49,1.0,0.0,27.0
2018,BUF,35,QB,2,2,0-2-0,42,70,60.0,465,0,0.0,4,5.7,22,40.0,6.6,4.1,11.1,232.5,56.0,5.0,33.0,6.7,5.76,3.36,,,26.6
2018,ARI,31,QB,3,3,0-3-0,50,80,62.5,400,2,2.5,4,5.0,16,35.0,5.0,3.3,8.0,133.3,62.5,6.0,33.0,7.0,4.27,2.64,,,27.9
2018,WAS,32,QB,3,2,0-2-0,34,54,63.0,372,3,5.6,3,5.6,17,53.0,6.9,5.5,10.9,124.0,78.6,6.0,36.0,10.0,5.6,4.35,,,38.8
2018,ARI,29,QB,2,0,,15,21,71.4,174,1,4.8,0,0.0,8,26.0,8.3,9.2,11.6,87.0,112.0,1.0,8.0,4.5,7.55,8.45,,,75.0
2018,WAS,32,QB,2,1,0-1-0,19,35,54.3,138,0,0.0,3,8.6,3,20.0,3.9,0.1,7.3,69.0,28.0,7.0,42.0,16.7,2.29,-0.93,,,4.5
2018,DET,36,QB,2,0,,7,17,41.2,59,0,0.0,1,5.9,2,11.0,3.5,0.8,8.4,29.5,26.3,1.0,13.0,5.6,2.56,0.06,,,9.6
2018,KAN,33,QB,1,0,,2,3,66.7,29,0,0.0,0,0.0,2,22.0,9.7,9.7,14.5,29.0,97.9,0.0,0.0,0.0,9.67,9.67,,,69.6
2018,LAR,26,QB,3,0,,2,3,66.7,23,0,0.0,0,0.0,1,18.0,7.7,7.7,11.5,7.7,89.6,0.0,0.0,0.0,7.67,7.67,,,5.8
2018,ATL,37,QB,3,0,,5,7,71.4,20,0,0.0,0,0.0,1,9.0,2.9,2.9,4.0,6.7,74.1,0.0,0.0,0.0,2.86,2.86,,,63.2
2018,BUF,27,QB,12,3,,1,1,100.0,15,0,0.0,0,0.0,1,15.0,15.0,15.0,15.0,1.3,118.7,0.0,0.0,0.0,15.0,15.0,,,
2018,OAK,28,QB,2,0,,1,3,33.3,8,0,0.0,0,0.0,0,8.0,2.7,2.7,8.0,4.0,42.4,1.0,7.0,25.0,0.25,0.25,,,0.4
2018,LAC,28,QB,5,0,,1,4,25.0,8,0,0.0,0,0.0,0,8.0,2.0,2.0,8.0,1.6,39.6,1.0,16.0,20.0,-1.6,-1.6,,,0.7
2019,TAM,25,QB,16,16,7/9/2000,380,626,60.7,5109,33,5.3,30,4.8,243,71.0,8.2,7.1,13.4,319.3,84.3,47.0,282.0,7.0,7.17,6.15,2.0,2.0,55.7
2019,LAC,38,QB,16,16,5/11/2000,390,591,66.0,4615,23,3.9,20,3.4,217,84.0,7.8,7.1,11.8,288.4,88.5,34.0,222.0,5.4,7.03,6.32,1.0,2.0,50.5
2019,ATL,34,QB,15,15,7/8/2000,408,616,66.2,4466,26,4.2,14,2.3,228,93.0,7.3,7.1,10.9,297.7,92.1,48.0,316.0,7.2,6.25,6.08,3.0,2.0,59.6
2019,NWE,42,QB,16,16,12/4/2000,373,613,60.8,4057,24,3.9,8,1.3,193,59.0,6.6,6.8,10.9,253.6,88.0,27.0,185.0,4.2,6.05,6.24,1.0,1.0,55.7
2019,OAK,28,QB,16,16,7/9/2000,361,513,70.4,4054,21,4.1,8,1.6,191,75.0,7.9,8.0,11.2,253.4,100.8,29.0,184.0,5.4,7.14,7.25,2.0,3.0,64.1
2019,GNB,36,QB,16,16,13-3-0,353,569,62.0,4002,26,4.6,4,0.7,189,74.0,7.0,7.6,11.3,250.1,95.4,36.0,284.0,6.0,6.15,6.71,2.0,3.0,52.5
2019,MIA,37,QB,15,13,5/8/2000,311,502,62.0,3529,20,4.0,13,2.6,182,51.0,7.0,6.7,11.3,235.3,85.5,40.0,209.0,7.4,6.13,5.78,3.0,4.0,68.3
2019,NOR,40,QB,11,11,8/3/2000,281,378,74.3,2979,27,7.1,4,1.1,159,61.0,7.9,8.8,10.6,270.8,116.3,12.0,89.0,3.1,7.41,8.33,1.0,2.0,73.3
2019,DET,31,QB,8,8,3/4/2001,187,291,64.3,2499,19,6.5,5,1.7,117,66.0,8.6,9.1,13.4,312.4,106.0,18.0,137.0,5.8,7.64,8.15,2.0,1.0,71.3
2019,DEN,34,QB,8,8,2/6/2000,171,262,65.3,1822,6,2.3,5,1.9,86,70.0,7.0,6.6,10.7,227.8,85.1,26.0,194.0,9.0,5.65,5.29,,,50.8
2019,NYG,38,QB,4,4,1/3/2000,91,147,61.9,1042,6,4.1,5,3.4,47,55.0,7.1,6.4,11.5,260.5,82.6,5.0,44.0,3.3,6.57,5.88,,,36.2
2019,ATL,38,QB,6,1,0-1-0,50,67,74.6,580,3,4.5,1,1.5,30,35.0,8.7,8.9,11.6,96.7,109.0,2.0,19.0,2.9,8.13,8.35,,,80.2
2019,PIT,37,QB,2,2,0-2-0,35,62,56.5,351,0,0.0,1,1.6,14,45.0,5.7,4.9,10.0,175.5,66.0,2.0,7.0,3.1,5.38,4.67,,,28.8
2019,HOU,29,QB,2,1,0-1-0,21,37,56.8,225,0,0.0,1,2.7,11,21.0,6.1,4.9,10.7,112.5,63.5,5.0,43.0,11.9,4.33,3.26,,,27.1
2019,MIN,27,QB,3,1,0-1-0,12,21,57.1,126,0,0.0,2,9.5,6,35.0,6.0,1.7,10.5,42.0,35.1,0.0,0.0,0.0,6.0,1.71,,,26.4
2019,WAS,33,QB,1,1,0-1-0,18,27,66.7,122,0,0.0,1,3.7,5,22.0,4.5,2.9,6.8,122.0,61.0,6.0,44.0,18.2,2.36,1.0,,,14.9
2019,OAK,30,QB,2,0,,6,10,60.0,56,1,10.0,0,0.0,3,19.0,5.6,7.6,9.3,28.0,108.7,0.0,0.0,0.0,5.6,7.6,,,25.2
2019,ARI,26,QB,3,0,,5,11,45.5,49,0,0.0,0,0.0,2,28.0,4.5,4.5,9.8,16.3,58.5,2.0,11.0,15.4,2.92,2.92,,,80.6
2019,LAC,30,QB,8,0,,4,6,66.7,33,1,16.7,0,0.0,3,14.0,5.5,8.8,8.3,4.1,120.1,0.0,0.0,0.0,5.5,8.83,,,3.3
2019,PHI,40,QB,3,0,,3,5,60.0,24,0,0.0,0,0.0,2,13.0,4.8,4.8,8.0,8.0,72.1,0.0,0.0,0.0,4.8,4.8,,,54.3
2019,LAR,27,QB,3,0,,1,2,50.0,3,0,0.0,0,0.0,0,3.0,1.5,1.5,3.0,1.0,56.2,0.0,0.0,0.0,1.5,1.5,,,0.1
2019,NYJ,28,QB,1,1,0-1-0,3,6,50.0,3,0,0.0,0,0.0,0,3.0,0.5,0.5,1.0,3.0,56.2,2.0,17.0,25.0,-1.75,-1.75,,,1.2
2020,TAM,43,QB,16,16,11/5/2000,401,610,65.7,4633,40,6.6,12,2.0,233,50.0,7.6,8.0,11.6,289.6,102.2,21.0,143.0,3.3,7.12,7.53,3.0,3.0,66.0
2020,ATL,35,QB,16,16,4/12/2000,407,626,65.0,4581,26,4.2,11,1.8,242,63.0,7.3,7.4,11.3,286.3,93.3,41.0,257.0,6.1,6.48,6.52,,,59.8
2020,GNB,37,QB,16,16,13-3-0,372,526,70.7,4299,48,9.1,5,1.0,216,78.0,8.2,9.6,11.6,268.7,121.5,20.0,182.0,3.7,7.54,8.89,1.0,2.0,79.8
2020,IND,39,QB,16,16,11/5/2000,369,543,68.0,4169,24,4.4,11,2.0,200,55.0,7.7,7.7,11.3,260.6,97.0,19.0,118.0,3.4,7.21,7.18,2.0,3.0,55.0
2020,LVR,29,QB,16,16,8/8/2000,348,517,67.3,4103,27,5.2,9,1.7,193,85.0,7.9,8.2,11.8,256.4,101.4,26.0,150.0,4.8,7.28,7.53,3.0,5.0,64.3
2020,DET,32,QB,16,16,5/11/2000,339,528,64.2,4084,26,4.9,10,1.9,205,73.0,7.7,7.9,12.0,255.3,96.3,38.0,254.0,6.7,6.77,6.89,3.0,4.0,61.3
2020,PIT,38,QB,15,15,12/3/2000,399,608,65.6,3803,33,5.4,10,1.6,193,84.0,6.3,6.6,9.5,253.5,94.1,13.0,118.0,2.1,5.93,6.27,4.0,4.0,52.5
2020,NOR,41,QB,12,12,9/3/2000,275,390,70.5,2942,24,6.2,6,1.5,149,52.0,7.5,8.1,10.7,245.2,106.4,13.0,89.0,3.2,7.08,7.6,1.0,3.0,68.3
2020,MIA,38,QB,9,7,4/3/2000,183,267,68.5,2091,13,4.9,8,3.0,106,70.0,7.8,7.5,11.4,232.3,95.6,14.0,65.0,5.0,7.21,6.85,1.0,1.0,70.9
2020,WAS,36,QB,8,6,5/1/2000,168,252,66.7,1582,6,2.4,8,3.2,74,68.0,6.3,5.3,9.4,197.8,78.5,22.0,139.0,8.0,5.27,4.39,1.0,1.0,28.2
2020,JAX,31,QB,5,5,0-5-0,111,179,62.0,1072,7,3.9,5,2.8,57,46.0,6.0,5.5,9.7,214.4,80.1,9.0,53.0,4.8,5.42,4.97,,,29.8
2020,NYJ,35,QB,5,4,0-4-0,74,134,55.2,864,6,4.5,3,2.2,36,52.0,6.4,6.3,11.7,172.8,80.6,7.0,69.0,5.0,5.64,5.53,,,50.3
2020,NYG,34,QB,4,2,1/1/2000,40,66,60.6,375,1,1.5,1,1.5,19,35.0,5.7,5.3,9.4,93.8,75.0,5.0,24.0,7.0,4.94,4.59,,,29.7
2020,KAN,35,QB,3,1,0-1-0,28,38,73.7,248,2,5.3,0,0.0,15,37.0,6.5,7.6,8.9,82.7,108.2,2.0,4.0,5.0,6.1,7.1,,,26.3
2020,LAC,31,QB,2,1,1-0-0,16,30,53.3,208,0,0.0,0,0.0,10,37.0,6.9,6.9,13.0,104.0,75.4,2.0,1.0,6.3,6.47,6.47,1.0,1.0,16.6
2020,NOR,26,QB,4,0,,7,11,63.6,75,0,0.0,0,0.0,5,19.0,6.8,6.8,10.7,18.8,83.5,2.0,11.0,15.4,4.92,4.92,,,12.0
2020,SEA,30,QB,1,0,,4,5,80.0,33,0,0.0,0,0.0,3,14.0,6.6,6.6,8.3,33.0,94.2,1.0,3.0,16.7,5.0,5.0,,,3.9
2020,WAS,29,QB,16,15,,1,1,100.0,28,0,0.0,0,0.0,1,28.0,28.0,28.0,28.0,1.8,118.7,0.0,0.0,0.0,28.0,28.0,,,40.1
2020,HOU,30,QB,2,0,,1,1,100.0,20,0,0.0,0,0.0,1,20.0,20.0,20.0,20.0,10.0,118.7,1.0,12.0,50.0,4.0,4.0,,,0.0
